Model,Aggregation_method,Train_field,Test_field,Training_features,Feature_Importances,RMSE_test,RMSE_train,R2_test,R2_train,GKF_CV,DataTime
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,"['spectral_indices_all', 'weather_features']",,1.155213,1.033735,0.65863,0.733191,TRUE,39:28.4
LinearRegression(),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features']",,1.331554,1.250372,0.852881,0.874002,TRUE,39:28.5
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features']","[0.14977787 0.00418683 0.00241776 0.0027106  0.00375366 0.016757
 0.00888709 0.00262651 0.00216838 0.15317344 0.00641202 0.43805414
 0.0046566  0.00278931 0.00878297 0.11497706 0.00376726 0.00958736
 0.00336283 0.00378359 0.00123029 0.00286163 0.00465999 0.02648451
 0.00644963 0.00250272 0.00281977 0.00684779 0.0035114  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",1.397539,0.532264,0.83661,0.977161,TRUE,39:31.6
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features']","[1.64265990e-01 2.37555820e-03 3.93595220e-04 8.78223515e-04
 2.18654400e-03 1.87717802e-02 5.30260312e-03 9.40885046e-04
 6.11339877e-04 1.78046313e-01 4.38825944e-03 3.20983212e-01
 2.91389210e-03 3.03212300e-03 8.11531073e-03 1.44894402e-01
 2.03693456e-03 1.39551534e-02 1.43033004e-03 5.05925638e-03
 2.09196681e-04 7.31497482e-03 8.92853934e-03 5.36515734e-02
 3.46203591e-02 1.50938398e-03 2.17323902e-03 7.95087640e-03
 3.06015114e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",1.41348,0.65717,0.83385,0.965204,TRUE,39:34.5
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",3.522156,3.523147,-0.02391,-0.000027,TRUE,39:36.1
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features']",,1.377639,1.296057,0.842744,0.864639,TRUE,39:42.3
LinearRegression(),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features']",,2.462854,1.596842,0.375815,0.772443,TRUE,39:42.4
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features']","[0.0187058  0.01276593 0.00376493 0.00938768 0.01317581 0.0145316
 0.01951433 0.00345353 0.00312382 0.13711833 0.02979886 0.21074364
 0.00422955 0.00450564 0.02614057 0.31599723 0.0078405  0.03309249
 0.00380426 0.00344675 0.00435114 0.02577004 0.01089307 0.03698125
 0.0096135  0.00630877 0.0139211  0.01162739 0.00539248 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",2.196914,0.825966,0.497373,0.939123,TRUE,39:44.4
GradientBoostingRegressor(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features']","[4.55689839e-02 1.25751452e-02 6.73843644e-03 6.65972059e-03
 1.06746842e-02 8.14381086e-03 3.04293278e-02 5.09083679e-04
 2.20763489e-04 1.26558148e-01 1.51188946e-02 1.85678151e-01
 5.01705151e-03 6.54426854e-03 3.31372451e-02 3.23233103e-01
 1.17874452e-02 4.42731139e-02 1.18883220e-02 2.51824826e-03
 9.76765760e-04 3.33189933e-04 4.31236887e-03 7.12740090e-02
 1.06731649e-02 1.87160892e-03 3.03189389e-03 1.11685400e-02
 9.08451239e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",2.148587,0.159147,0.519573,0.997697,TRUE,39:45.6
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",3.479885,3.350711,-0.246631,-0.000836,TRUE,39:47.2
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,"['spectral_indices_all', 'weather_features']",,2.223714,1.742465,0.493032,0.729338,TRUE,39:49.2
LinearRegression(),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features']",,6.807525,4.63089,0.2662,0.70309,TRUE,39:49.3
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features']","[0.50651067 0.02512554 0.0047269  0.00717107 0.02610655 0.0126669
 0.01937611 0.00472241 0.00454704 0.02507042 0.01838696 0.01417435
 0.01955295 0.00713389 0.02383866 0.07181749 0.00814773 0.04123999
 0.01352108 0.00493048 0.0044016  0.01648083 0.00986634 0.02765562
 0.00649151 0.02242508 0.00986156 0.01560606 0.02844421 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",5.577964,2.088858,0.554252,0.939543,TRUE,39:52.6
GradientBoostingRegressor(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features']","[0.57679263 0.02004104 0.00380677 0.00235572 0.03498279 0.01272582
 0.03219348 0.00285971 0.00191991 0.02772309 0.00319707 0.00356323
 0.01209705 0.00106959 0.01543599 0.0918525  0.00282064 0.02375338
 0.00979083 0.00796959 0.00281476 0.01955431 0.00357806 0.02646259
 0.0030943  0.01404376 0.00134507 0.01348664 0.02866967 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",5.638302,2.508544,0.545475,0.912629,TRUE,39:55.6
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",8.482019,8.50007,-0.013849,-0.000054,TRUE,39:57.1
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,"['spectral_indices_all', 'weather_features']",,5.157617,4.755007,0.621948,0.686939,TRUE,40:03.7
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Masbasis_2020_Trapz', 'Staur_2019_Trapz']",Masbasis_2019_Trapz,"['spectral_indices_all', 'weather_features']",,45.201515,3.952332,-508.57324,0.822734,FALSE,40:09.9
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Masbasis_2019_Trapz', 'Staur_2019_Trapz']",Masbasis_2020_Trapz,"['spectral_indices_all', 'weather_features']",,14.929817,3.85334,-16.939967,0.713316,FALSE,40:16.0
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']",Staur_2019_Trapz,"['spectral_indices_all', 'weather_features']",,11.461817,1.224686,-0.817126,0.987158,FALSE,40:22.0
LinearRegression(),Trapezoid,['Staur_2019_Trapz'],"['Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']","['spectral_indices_all', 'weather_features']",,487.918846,4.679249,-2037.276773,0.697148,FALSE,40:22.0
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,['Staur_2019_Trapz'],"['Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']","['spectral_indices_all', 'weather_features']","[0.50651067 0.02512554 0.0047269  0.00717107 0.02610655 0.0126669
 0.01937611 0.00472241 0.00454704 0.02507042 0.01838696 0.01417435
 0.01955295 0.00713389 0.02383866 0.07181749 0.00814773 0.04123999
 0.01352108 0.00493048 0.0044016  0.01648083 0.00986634 0.02765562
 0.00649151 0.02242508 0.00986156 0.01560606 0.02844421 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",12.320533,2.062479,-0.299652,0.941162,FALSE,40:23.2
GradientBoostingRegressor(random_state=1),Trapezoid,['Staur_2019_Trapz'],"['Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']","['spectral_indices_all', 'weather_features']","[0.57679263 0.02004104 0.00380677 0.00235572 0.03498279 0.01272582
 0.03219348 0.00285971 0.00191991 0.02772309 0.00319707 0.00356323
 0.01209705 0.00106959 0.01543599 0.0918525  0.00282064 0.02375338
 0.00979083 0.00796959 0.00281476 0.01955431 0.00357806 0.02646259
 0.0030943  0.01404376 0.00134507 0.01348664 0.02866967 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",12.499899,2.704112,-0.337768,0.898859,FALSE,40:24.4
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,['Staur_2019_Trapz'],"['Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']","['spectral_indices_all', 'weather_features']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",11.198065,8.502958,-0.073628,-0.000041,FALSE,40:25.4
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,['Staur_2019_Trapz'],"['Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']","['spectral_indices_all', 'weather_features']",,24.928527,4.786043,-4.320607,0.683166,FALSE,40:26.4
LinearRegression(),Trapezoid,"['Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']",['Staur_2019_Trapz'],"['spectral_indices_all', 'weather_features']",,78.125869,1.207548,-83.424344,0.987515,FALSE,40:26.5
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,"['Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']",['Staur_2019_Trapz'],"['spectral_indices_all', 'weather_features']","[0.00946871 0.00045899 0.00021695 0.00025585 0.00043011 0.00103784
 0.0007197  0.00017619 0.00022623 0.00803713 0.00050032 0.02387919
 0.00087161 0.00035971 0.00061827 0.00780396 0.00050861 0.00089928
 0.00665467 0.00021965 0.00016813 0.00064072 0.00078967 0.00130462
 0.00076165 0.00073849 0.00045758 0.0006136  0.00073772 0.
 0.         0.00933768 0.00928591 0.00931385 0.01858064 0.00931056
 0.00932195 0.00932037 0.00917533 0.00931892 0.01853749 0.01855916
 0.01858387 0.         0.01868959 0.02797607 0.00934918 0.0371538
 0.         0.02783768 0.02787736 0.00934594 0.00932704 0.00929093
 0.01863299 0.02776754 0.00927811 0.         0.00936304 0.01862458
 0.         0.01863345 0.00934646 0.01862941 0.         0.
 0.01865328 0.00930929 0.00925158 0.         0.0186565  0.
 0.01866716 0.02791177 0.00930129 0.         0.018615   0.
 0.01868148 0.02788459 0.01858546 0.009296   0.01850296 0.
 0.01854623 0.         0.00933392 0.         0.         0.02790411
 0.01859361 0.         0.02787332 0.0092591  0.01863346 0.
 0.00931245 0.00931095 0.01869218 0.         0.         0.00925934
 0.         0.         0.02804464 0.00931877 0.         0.02783531
 0.00944219]",8.814701,0.489636,-0.074715,0.997947,FALSE,40:28.2
GradientBoostingRegressor(random_state=1),Trapezoid,"['Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']",['Staur_2019_Trapz'],"['spectral_indices_all', 'weather_features']","[1.28498212e-02 3.92966811e-04 1.43041199e-04 9.90061668e-05
 3.95380199e-04 6.55118658e-04 2.38141685e-04 7.12897746e-05
 8.32311176e-05 8.49138791e-03 2.61254382e-04 1.45384858e-02
 2.16967681e-04 7.42922161e-05 5.44348613e-04 1.07111743e-02
 2.39786962e-04 3.37731863e-04 5.97854319e-03 1.26653792e-04
 1.03871102e-05 7.11497467e-04 6.62463070e-04 3.04554497e-03
 8.91210701e-04 6.77368481e-04 1.94397918e-04 4.42781906e-04
 1.01533853e-03 0.00000000e+00 1.15487852e-02 0.00000000e+00
 6.10602884e-03 1.77835909e-01 6.74408476e-04 0.00000000e+00
 0.00000000e+00 1.75119197e-02 0.00000000e+00 2.50769556e-06
 0.00000000e+00 9.49563284e-02 4.95336521e-03 0.00000000e+00
 1.88018574e-03 3.88507408e-05 7.47670533e-04 9.70106764e-03
 0.00000000e+00 3.56355086e-06 0.00000000e+00 0.00000000e+00
 3.14691001e-05 0.00000000e+00 1.16773419e-01 7.54808955e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 7.65530458e-02 1.70731082e-01 0.00000000e+00
 9.49917993e-02 1.39686355e-03 2.12904061e-03 2.62844520e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.19557574e-04
 4.79638775e-05 1.11422836e-04 1.69825997e-04 0.00000000e+00
 1.13145947e-03 2.16197555e-02 0.00000000e+00 0.00000000e+00
 4.26500716e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.24499407e-03 5.57982875e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.92187236e-06 0.00000000e+00 6.85839148e-06 0.00000000e+00
 0.00000000e+00 2.09661724e-04 0.00000000e+00 0.00000000e+00
 5.02236952e-02 4.13122863e-06 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",9.736079,0.845858,-0.311131,0.993874,FALSE,40:30.0
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,"['Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']",['Staur_2019_Trapz'],"['spectral_indices_all', 'weather_features']","[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02
 0.04 0.   0.02 0.02 0.   0.06 0.   0.04 0.06 0.   0.   0.02 0.   0.
 0.02 0.   0.   0.02 0.   0.04 0.   0.04 0.   0.   0.02 0.02 0.   0.
 0.   0.   0.04 0.02 0.   0.   0.   0.   0.02 0.04 0.   0.02 0.   0.
 0.02 0.   0.02 0.   0.   0.02 0.02 0.   0.02 0.02 0.04 0.   0.02 0.02
 0.02 0.   0.   0.   0.   0.   0.   0.02 0.   0.02 0.  ]",9.722933,2.855253,-0.307593,0.9302,FALSE,40:31.2
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']",['Staur_2019_Trapz'],"['spectral_indices_all', 'weather_features']",,11.461817,1.224686,-0.817126,0.987158,FALSE,40:35.1
LinearRegression(),Trapezoid,['Staur_2019_Trapz'],['Masbasis_2019_Trapz'],"['spectral_indices_all', 'weather_features']",,620.627144,4.679249,-96063.33128,0.697148,FALSE,40:35.1
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,['Staur_2019_Trapz'],['Masbasis_2019_Trapz'],"['spectral_indices_all', 'weather_features']","[0.50651067 0.02512554 0.0047269  0.00717107 0.02610655 0.0126669
 0.01937611 0.00472241 0.00454704 0.02507042 0.01838696 0.01417435
 0.01955295 0.00713389 0.02383866 0.07181749 0.00814773 0.04123999
 0.01352108 0.00493048 0.0044016  0.01648083 0.00986634 0.02765562
 0.00649151 0.02242508 0.00986156 0.01560606 0.02844421 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",9.248766,2.062479,-20.3338,0.941162,FALSE,40:36.3
GradientBoostingRegressor(random_state=1),Trapezoid,['Staur_2019_Trapz'],['Masbasis_2019_Trapz'],"['spectral_indices_all', 'weather_features']","[0.57679263 0.02004104 0.00380677 0.00235572 0.03498279 0.01272582
 0.03219348 0.00285971 0.00191991 0.02772309 0.00319707 0.00356323
 0.01209705 0.00106959 0.01543599 0.0918525  0.00282064 0.02375338
 0.00979083 0.00796959 0.00281476 0.01955431 0.00357806 0.02646259
 0.0030943  0.01404376 0.00134507 0.01348664 0.02866967 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",8.956497,2.704112,-19.006769,0.898859,FALSE,40:37.4
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,['Staur_2019_Trapz'],['Masbasis_2019_Trapz'],"['spectral_indices_all', 'weather_features']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",7.600156,8.502958,-13.406073,-0.000041,FALSE,40:38.5
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,['Staur_2019_Trapz'],['Masbasis_2019_Trapz'],"['spectral_indices_all', 'weather_features']",,21.573578,4.786043,-115.076684,0.683166,FALSE,40:39.5
LinearRegression(),Trapezoid,['Masbasis_2019_Trapz'],['Staur_2019_Trapz'],"['spectral_indices_all', 'weather_features']",,1.65299E+11,1.01817,-3.77936E+20,0.741452,FALSE,40:39.5
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,['Masbasis_2019_Trapz'],['Staur_2019_Trapz'],"['spectral_indices_all', 'weather_features']","[0.12082385 0.01306902 0.00747029 0.00784489 0.01844814 0.0078682
 0.0115991  0.00396984 0.00706411 0.00990775 0.01011552 0.01174781
 0.02655244 0.01005955 0.01866611 0.14801629 0.01997251 0.0189855
 0.37217168 0.00508535 0.00506827 0.01689615 0.00950473 0.01417396
 0.00631071 0.0314933  0.02349238 0.0157569  0.02786563 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",10.698731,0.443421,-0.583225,0.950962,FALSE,40:40.7
