Model,Aggregation_method,Train_field,Test_field,Training_features,Feature_Importances,RMSE_test,RMSE_train,R2_test,R2_train,GKF_CV,DataTime
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['spectral_indices_all'],,1.445308,1.282122,0.821251,0.867521,True,2021-12-01 03:26:47.067077
LinearRegression(),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['spectral_indices_all'],,2.390158,1.525767,0.406404,0.792159,True,2021-12-01 03:26:47.191888
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['spectral_indices_all'],"[0.03274697 0.02506548 0.00327597 0.01417865 0.01553245 0.02854264
 0.00207521 0.00384257 0.15418103 0.03835296 0.29501565 0.13953478
 0.00556967 0.02491985 0.0116132  0.00886577 0.02916529 0.00394029
 0.00373316 0.00351415 0.01792793 0.01970006 0.04391546 0.02373196
 0.00569623 0.02384855 0.01666471 0.00484933]",2.337399,0.851548,0.432737,0.935340,True,2021-12-01 03:26:51.078310
GradientBoostingRegressor(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['spectral_indices_all'],"[2.10027517e-02 1.87375449e-02 1.28877780e-03 6.34624036e-04
 1.06040261e-02 3.57549945e-02 7.93325319e-04 8.38513942e-04
 1.21068770e-01 2.88451766e-02 2.48565428e-01 1.86497192e-01
 1.75811184e-03 6.02613114e-02 5.83287432e-03 1.53814551e-02
 2.36984633e-02 2.98110025e-02 1.03568270e-02 1.13480654e-03
 2.35246961e-04 5.78164887e-03 8.67033949e-02 1.45857444e-02
 4.98876668e-03 4.17759546e-02 1.62841455e-02 6.77912121e-03]",2.305429,0.153979,0.446964,0.997865,True,2021-12-01 03:26:54.373026
Lasso(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['spectral_indices_all'],,2.489809,2.385449,0.368334,0.492933,True,2021-12-01 03:26:54.536582
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['spectral_indices_all'],,2.392352,1.713029,0.405101,0.738436,True,2021-12-01 03:26:59.134253
LinearRegression(),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['spectral_indices_all'],,7.363556,4.501680,-0.035798,0.719464,True,2021-12-01 03:26:59.423135
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['spectral_indices_all'],"[0.47199831 0.03743927 0.00555049 0.00644641 0.01422664 0.02426181
 0.00370196 0.00321113 0.02053717 0.01552752 0.01728347 0.09873924
 0.00713243 0.02026263 0.04906236 0.00891162 0.04046823 0.01394092
 0.00622876 0.00450325 0.01178941 0.00778235 0.02707155 0.00460611
 0.01506152 0.0089206  0.01688317 0.03845167]",5.524869,2.067092,0.563664,0.940829,True,2021-12-01 03:27:09.447429
GradientBoostingRegressor(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['spectral_indices_all'],"[0.54545018 0.04462806 0.00583622 0.0018787  0.01151534 0.04256222
 0.00080702 0.00678604 0.02391445 0.00847951 0.00620477 0.11768776
 0.00461688 0.00849392 0.03150671 0.0030544  0.02080873 0.00908392
 0.00464588 0.00270509 0.00196044 0.00817706 0.0177347  0.00093817
 0.0156523  0.00182574 0.00748941 0.04555638]",5.505765,2.458500,0.564761,0.916231,True,2021-12-01 03:27:18.281160
Lasso(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['spectral_indices_all'],,6.480081,6.451544,0.405366,0.423728,True,2021-12-01 03:27:18.486609
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['spectral_indices_all'],,6.218682,4.685727,0.412597,0.696048,True,2021-12-01 03:27:46.327408
LinearRegression(),Trapezoid,all_mix,all_mix,['base_indices'],,9.920703,9.886780,0.048281,0.056963,True,2021-12-01 03:27:47.066564
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,all_mix,all_mix,['base_indices'],[0.13989918 0.17017629 0.26537557 0.20228778 0.22226117],8.091084,3.050323,0.366672,0.910229,True,2021-12-01 03:27:49.392955
GradientBoostingRegressor(random_state=1),Trapezoid,all_mix,all_mix,['base_indices'],[0.08428419 0.12354273 0.35239683 0.1967587  0.24301755],8.509990,7.027718,0.299300,0.523479,True,2021-12-01 03:27:51.544444
Lasso(random_state=1),Trapezoid,all_mix,all_mix,['base_indices'],,10.057827,10.040498,0.022320,0.027412,True,2021-12-01 03:27:51.862663
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,all_mix,all_mix,['base_indices'],,9.920703,9.886780,0.048281,0.056963,True,2021-12-01 03:27:54.104486
LinearRegression(),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['base_indices'],,1.455237,1.386689,0.459969,0.520037,True,2021-12-01 03:27:54.149367
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['base_indices'],[0.16915243 0.13153001 0.38842679 0.09424839 0.21664237],1.562279,0.553811,0.365760,0.923373,True,2021-12-01 03:27:55.523095
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['base_indices'],[0.13321186 0.11616671 0.44487739 0.05126348 0.25448056],1.571335,0.751889,0.357890,0.858675,True,2021-12-01 03:27:56.411520
Lasso(random_state=1),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['base_indices'],,1.987490,2.001145,-0.016893,0.000000,True,2021-12-01 03:27:56.460389
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['base_indices'],,1.455237,1.386689,0.459969,0.520037,True,2021-12-01 03:27:57.174855
LinearRegression(),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['base_indices'],,2.173037,2.142321,0.607332,0.630083,True,2021-12-01 03:27:57.227713
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['base_indices'],[0.04990236 0.04591251 0.07489141 0.10863654 0.72065718],1.848439,0.706213,0.712693,0.959744,True,2021-12-01 03:27:58.611359
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['base_indices'],[0.03305755 0.02415526 0.09147393 0.02834    0.82297326],1.855361,1.056629,0.713078,0.909962,True,2021-12-01 03:27:59.520410
Lasso(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['base_indices'],,2.476131,2.462775,0.494761,0.511037,True,2021-12-01 03:27:59.575261
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['base_indices'],,2.173037,2.142321,0.607332,0.630083,True,2021-12-01 03:28:00.316930
LinearRegression(),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['base_indices'],,2.301753,2.113890,0.457103,0.601739,True,2021-12-01 03:28:00.364804
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['base_indices'],[0.26368243 0.08143851 0.11557919 0.10545494 0.43384492],2.447709,0.899046,0.385547,0.927957,True,2021-12-01 03:28:01.653893
GradientBoostingRegressor(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['base_indices'],[0.3099875  0.0711979  0.09375448 0.07682818 0.44823195],2.557364,0.275845,0.324413,0.993182,True,2021-12-01 03:28:02.232608
Lasso(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['base_indices'],,2.746079,2.595325,0.228643,0.399362,True,2021-12-01 03:28:02.280480
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['base_indices'],,2.301753,2.113890,0.457103,0.601739,True,2021-12-01 03:28:02.642072
LinearRegression(),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['base_indices'],,6.143304,6.075278,0.466819,0.489015,True,2021-12-01 03:28:02.697530
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['base_indices'],[0.11057616 0.08858254 0.55575025 0.12169923 0.12339182],6.392975,2.373568,0.423833,0.922009,True,2021-12-01 03:28:04.325136
GradientBoostingRegressor(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['base_indices'],[0.06196354 0.08022096 0.64160917 0.07704923 0.13915711],6.348950,3.290807,0.432950,0.850064,True,2021-12-01 03:28:05.263202
Lasso(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['base_indices'],,6.660809,6.656827,0.376523,0.386633,True,2021-12-01 03:28:05.317058
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['base_indices'],,6.143304,6.075278,0.466819,0.489015,True,2021-12-01 03:28:06.107987
LinearRegression(),Trapezoid,all_mix,all_mix,['weather_features'],,5.453331,5.453275,0.712605,0.713103,True,2021-12-01 03:28:07.435230
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,all_mix,all_mix,['weather_features'],"[0.         0.01262235 0.0174193  0.00253137 0.02062827 0.
 0.01134579 0.01028804 0.00576924 0.00876438 0.02887157 0.01130274
 0.03657463 0.00117368 0.         0.01986853 0.0011834  0.01270996
 0.00129267 0.         0.00395664 0.00372609 0.01993389 0.00978933
 0.00116144 0.02753395 0.00117833 0.00876771 0.05283889 0.00247399
 0.01899888 0.00878481 0.01104309 0.00863512 0.03532728 0.
 0.03502521 0.00137049 0.01020825 0.         0.01914189 0.
 0.021052   0.01853858 0.00231132 0.00119933 0.01223652 0.00110186
 0.01755305 0.0305139  0.05395474 0.01113463 0.02774772 0.07285243
 0.         0.01723502 0.00117118 0.00869957 0.01264976 0.
 0.01959651 0.00239477 0.0038896  0.01983165 0.         0.0369025
 0.00888045 0.         0.00855729 0.00128893 0.00130812 0.02873504
 0.0177932  0.03864995 0.00368045 0.00128478 0.0024724  0.00144271
 0.00121469 0.00988414]",5.452679,5.453184,0.712676,0.713113,True,2021-12-01 03:28:13.650458
GradientBoostingRegressor(random_state=1),Trapezoid,all_mix,all_mix,['weather_features'],"[0.00000000e+00 3.74850425e-03 4.79936552e-02 8.75248162e-07
 6.85512933e-03 0.00000000e+00 5.86466073e-04 1.71017201e-01
 2.37755987e-06 1.53333598e-05 6.79276838e-06 1.76270905e-03
 3.22036549e-04 2.05672695e-11 5.31986636e-04 4.37575208e-03
 9.56898436e-07 3.43720922e-05 2.11261116e-03 0.00000000e+00
 1.23584958e-03 1.74448256e-08 1.35141988e-01 7.16551164e-02
 6.36921808e-06 1.14588115e-04 1.63852047e-02 4.35213959e-07
 4.33039202e-04 2.15368212e-08 0.00000000e+00 2.41217011e-09
 2.86073878e-04 1.25516631e-02 1.14280858e-04 0.00000000e+00
 1.21386781e-05 0.00000000e+00 7.05395947e-03 9.27089813e-09
 8.31596307e-06 0.00000000e+00 1.28899654e-07 1.61361235e-03
 2.18698811e-07 1.68381852e-10 5.24385272e-05 8.23370831e-03
 9.16072767e-02 1.22063685e-02 3.03936276e-03 2.72695816e-10
 1.92490778e-02 1.88811581e-01 1.55615758e-02 1.32763633e-02
 7.70710353e-07 3.54876089e-03 9.55788188e-05 0.00000000e+00
 6.76983052e-06 0.00000000e+00 6.11401928e-03 2.07423018e-02
 0.00000000e+00 7.89946068e-09 0.00000000e+00 7.02451039e-04
 3.93945786e-02 8.15994448e-04 3.87019028e-11 5.80151954e-02
 1.44679117e-03 2.45974285e-03 1.54399350e-03 1.94622276e-07
 2.69998532e-07 2.25515297e-05 2.69158706e-02 1.56611710e-04]",5.453078,5.453168,0.712633,0.713114,True,2021-12-01 03:28:23.379712
Lasso(random_state=1),Trapezoid,all_mix,all_mix,['weather_features'],,5.542061,5.544206,0.703193,0.703456,True,2021-12-01 03:28:26.919071
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,all_mix,all_mix,['weather_features'],,5.453078,5.453168,0.712633,0.713114,True,2021-12-01 03:29:49.201895
LinearRegression(),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['weather_features'],,1.987490,2.001145,-0.016893,0.000000,True,2021-12-01 03:29:49.261427
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['weather_features'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",1.987383,2.001184,-0.016833,-0.000039,True,2021-12-01 03:29:50.914138
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['weather_features'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",1.987490,2.001145,-0.016893,0.000000,True,2021-12-01 03:29:51.919145
Lasso(random_state=1),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['weather_features'],,1.987490,2.001145,-0.016893,0.000000,True,2021-12-01 03:29:51.982260
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['weather_features'],,1.987490,2.001145,-0.016893,0.000000,True,2021-12-01 03:29:52.049213
LinearRegression(),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['weather_features'],,3.522514,3.523100,-0.024032,0.000000,True,2021-12-01 03:29:52.115973
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['weather_features'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",3.521447,3.523131,-0.023385,-0.000018,True,2021-12-01 03:29:53.783578
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['weather_features'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",3.522514,3.523100,-0.024032,0.000000,True,2021-12-01 03:29:54.867286
Lasso(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['weather_features'],,3.522514,3.523100,-0.024032,0.000000,True,2021-12-01 03:29:54.929753
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['weather_features'],,3.522514,3.523100,-0.024032,0.000000,True,2021-12-01 03:29:54.995011
LinearRegression(),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['weather_features'],,3.485510,3.349296,-0.249428,0.000000,True,2021-12-01 03:29:55.050861
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['weather_features'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",3.479568,3.350218,-0.246114,-0.000545,True,2021-12-01 03:29:56.692137
GradientBoostingRegressor(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['weather_features'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",3.485510,3.349296,-0.249428,0.000000,True,2021-12-01 03:29:57.670909
Lasso(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['weather_features'],,3.485510,3.349296,-0.249428,0.000000,True,2021-12-01 03:29:57.722762
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['weather_features'],,3.485510,3.349296,-0.249428,0.000000,True,2021-12-01 03:29:57.785597
LinearRegression(),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['weather_features'],,8.478394,8.499840,-0.012878,0.000000,True,2021-12-01 03:29:57.849886
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['weather_features'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",8.481374,8.500001,-0.013734,-0.000037,True,2021-12-01 03:29:59.534057
GradientBoostingRegressor(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['weather_features'],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",8.478394,8.499840,-0.012878,0.000000,True,2021-12-01 03:30:00.613004
Lasso(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['weather_features'],,8.478394,8.499840,-0.012878,0.000000,True,2021-12-01 03:30:00.678083
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['weather_features'],,8.478394,8.499840,-0.012878,0.000000,True,2021-12-01 03:30:00.747943
