Model,Pipeline,Train_score,Test_score,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,DataTime
"Lasso(alpha=2.0, max_iter=7100, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7100, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7100,random,CYCLE1,,,,,,,16:49.3
"Lasso(alpha=2.0, max_iter=7150, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7150, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7150,cyclic,CYCLE1,,,,,,,16:49.4
"Lasso(alpha=2.0, max_iter=7150, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7150, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7150,random,CYCLE1,,,,,,,16:49.5
"Lasso(alpha=2.0, max_iter=7200, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7200, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7200,cyclic,CYCLE1,,,,,,,16:49.6
"Lasso(alpha=2.0, max_iter=7200, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7200, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7200,random,CYCLE1,,,,,,,16:49.6
"Lasso(alpha=2.0, max_iter=7250, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7250, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7250,cyclic,CYCLE1,,,,,,,16:49.7
"Lasso(alpha=2.0, max_iter=7250, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7250, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7250,random,CYCLE1,,,,,,,16:49.7
"Lasso(alpha=2.0, max_iter=7300, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7300, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7300,cyclic,CYCLE1,,,,,,,16:49.8
"Lasso(alpha=2.0, max_iter=7300, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7300, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7300,random,CYCLE1,,,,,,,16:49.8
"Lasso(alpha=2.0, max_iter=7350, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7350, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7350,cyclic,CYCLE1,,,,,,,16:49.9
"Lasso(alpha=2.0, max_iter=7350, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7350, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7350,random,CYCLE1,,,,,,,16:50.0
"Lasso(alpha=2.0, max_iter=7400, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7400, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7400,cyclic,CYCLE1,,,,,,,16:50.0
"Lasso(alpha=2.0, max_iter=7400, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7400, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7400,random,CYCLE1,,,,,,,16:50.1
"Lasso(alpha=2.0, max_iter=7450, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7450, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7450,cyclic,CYCLE1,,,,,,,16:50.2
"Lasso(alpha=2.0, max_iter=7450, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7450, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7450,random,CYCLE1,,,,,,,16:50.2
"Lasso(alpha=2.0, max_iter=7500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7500, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7500,cyclic,CYCLE1,,,,,,,16:50.3
"Lasso(alpha=2.0, max_iter=7500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7500, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7500,random,CYCLE1,,,,,,,16:50.4
"Lasso(alpha=2.0, max_iter=7550, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7550, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7550,cyclic,CYCLE1,,,,,,,16:50.5
"Lasso(alpha=2.0, max_iter=7550, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7550, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7550,random,CYCLE1,,,,,,,16:50.5
"Lasso(alpha=2.0, max_iter=7600, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7600, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7600,cyclic,CYCLE1,,,,,,,16:50.6
"Lasso(alpha=2.0, max_iter=7600, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7600, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7600,random,CYCLE1,,,,,,,16:50.6
"Lasso(alpha=2.0, max_iter=7650, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7650, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7650,cyclic,CYCLE1,,,,,,,16:50.7
"Lasso(alpha=2.0, max_iter=7650, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7650, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7650,random,CYCLE1,,,,,,,16:50.8
"Lasso(alpha=2.0, max_iter=7700, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7700, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7700,cyclic,CYCLE1,,,,,,,16:50.8
"Lasso(alpha=2.0, max_iter=7700, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7700, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7700,random,CYCLE1,,,,,,,16:50.9
"Lasso(alpha=2.0, max_iter=7750, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7750, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7750,cyclic,CYCLE1,,,,,,,16:51.0
"Lasso(alpha=2.0, max_iter=7750, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7750, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7750,random,CYCLE1,,,,,,,16:51.0
"Lasso(alpha=2.0, max_iter=7800, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7800, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7800,cyclic,CYCLE1,,,,,,,16:51.1
"Lasso(alpha=2.0, max_iter=7800, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7800, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7800,random,CYCLE1,,,,,,,16:51.1
"Lasso(alpha=2.0, max_iter=7850, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7850, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7850,cyclic,CYCLE1,,,,,,,16:51.2
"Lasso(alpha=2.0, max_iter=7850, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7850, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7850,random,CYCLE1,,,,,,,16:51.3
"Lasso(alpha=2.0, max_iter=7900, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7900, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7900,cyclic,CYCLE1,,,,,,,16:51.4
"Lasso(alpha=2.0, max_iter=7900, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7900, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7900,random,CYCLE1,,,,,,,16:51.4
"Lasso(alpha=2.0, max_iter=7950, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7950, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,7950,cyclic,CYCLE1,,,,,,,16:51.5
"Lasso(alpha=2.0, max_iter=7950, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=7950, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,7950,random,CYCLE1,,,,,,,16:51.6
"Lasso(alpha=2.0, max_iter=8000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8000, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8000,cyclic,CYCLE1,,,,,,,16:51.6
"Lasso(alpha=2.0, max_iter=8000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8000, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8000,random,CYCLE1,,,,,,,16:51.7
"Lasso(alpha=2.0, max_iter=8050, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8050, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8050,cyclic,CYCLE1,,,,,,,16:51.8
"Lasso(alpha=2.0, max_iter=8050, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8050, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8050,random,CYCLE1,,,,,,,16:51.8
"Lasso(alpha=2.0, max_iter=8100, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8100, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8100,cyclic,CYCLE1,,,,,,,16:51.9
"Lasso(alpha=2.0, max_iter=8100, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8100, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8100,random,CYCLE1,,,,,,,16:51.9
"Lasso(alpha=2.0, max_iter=8150, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8150, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8150,cyclic,CYCLE1,,,,,,,16:52.0
"Lasso(alpha=2.0, max_iter=8150, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8150, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8150,random,CYCLE1,,,,,,,16:52.1
"Lasso(alpha=2.0, max_iter=8200, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8200, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8200,cyclic,CYCLE1,,,,,,,16:52.2
"Lasso(alpha=2.0, max_iter=8200, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8200, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8200,random,CYCLE1,,,,,,,16:52.2
"Lasso(alpha=2.0, max_iter=8250, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8250, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8250,cyclic,CYCLE1,,,,,,,16:52.3
"Lasso(alpha=2.0, max_iter=8250, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8250, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8250,random,CYCLE1,,,,,,,16:52.3
"Lasso(alpha=2.0, max_iter=8300, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8300, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8300,cyclic,CYCLE1,,,,,,,16:52.4
"Lasso(alpha=2.0, max_iter=8300, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8300, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8300,random,CYCLE1,,,,,,,16:52.5
"Lasso(alpha=2.0, max_iter=8350, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8350, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8350,cyclic,CYCLE1,,,,,,,16:52.6
"Lasso(alpha=2.0, max_iter=8350, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8350, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8350,random,CYCLE1,,,,,,,16:52.6
"Lasso(alpha=2.0, max_iter=8400, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8400, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8400,cyclic,CYCLE1,,,,,,,16:52.7
"Lasso(alpha=2.0, max_iter=8400, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8400, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8400,random,CYCLE1,,,,,,,16:52.7
"Lasso(alpha=2.0, max_iter=8450, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8450, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8450,cyclic,CYCLE1,,,,,,,16:52.8
"Lasso(alpha=2.0, max_iter=8450, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8450, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8450,random,CYCLE1,,,,,,,16:52.9
"Lasso(alpha=2.0, max_iter=8500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8500, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8500,cyclic,CYCLE1,,,,,,,16:53.0
"Lasso(alpha=2.0, max_iter=8500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8500, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8500,random,CYCLE1,,,,,,,16:53.0
"Lasso(alpha=2.0, max_iter=8550, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8550, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8550,cyclic,CYCLE1,,,,,,,16:53.1
"Lasso(alpha=2.0, max_iter=8550, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8550, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8550,random,CYCLE1,,,,,,,16:53.1
"Lasso(alpha=2.0, max_iter=8600, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8600, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8600,cyclic,CYCLE1,,,,,,,16:53.2
"Lasso(alpha=2.0, max_iter=8600, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8600, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8600,random,CYCLE1,,,,,,,16:53.3
"Lasso(alpha=2.0, max_iter=8650, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8650, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8650,cyclic,CYCLE1,,,,,,,16:53.4
"Lasso(alpha=2.0, max_iter=8650, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8650, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8650,random,CYCLE1,,,,,,,16:53.4
"Lasso(alpha=2.0, max_iter=8700, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8700, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8700,cyclic,CYCLE1,,,,,,,16:53.5
"Lasso(alpha=2.0, max_iter=8700, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8700, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8700,random,CYCLE1,,,,,,,16:53.5
"Lasso(alpha=2.0, max_iter=8750, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8750, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8750,cyclic,CYCLE1,,,,,,,16:53.6
"Lasso(alpha=2.0, max_iter=8750, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8750, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8750,random,CYCLE1,,,,,,,16:53.6
"Lasso(alpha=2.0, max_iter=8800, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8800, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8800,cyclic,CYCLE1,,,,,,,16:53.7
"Lasso(alpha=2.0, max_iter=8800, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8800, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8800,random,CYCLE1,,,,,,,16:53.8
"Lasso(alpha=2.0, max_iter=8850, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8850, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8850,cyclic,CYCLE1,,,,,,,16:53.9
"Lasso(alpha=2.0, max_iter=8850, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8850, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8850,random,CYCLE1,,,,,,,16:53.9
"Lasso(alpha=2.0, max_iter=8900, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8900, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8900,cyclic,CYCLE1,,,,,,,16:54.0
"Lasso(alpha=2.0, max_iter=8900, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8900, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8900,random,CYCLE1,,,,,,,16:54.0
"Lasso(alpha=2.0, max_iter=8950, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8950, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,8950,cyclic,CYCLE1,,,,,,,16:54.1
"Lasso(alpha=2.0, max_iter=8950, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=8950, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,8950,random,CYCLE1,,,,,,,16:54.1
"Lasso(alpha=2.0, max_iter=9000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9000, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9000,cyclic,CYCLE1,,,,,,,16:54.2
"Lasso(alpha=2.0, max_iter=9000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9000, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9000,random,CYCLE1,,,,,,,16:54.3
"Lasso(alpha=2.0, max_iter=9050, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9050, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9050,cyclic,CYCLE1,,,,,,,16:54.4
"Lasso(alpha=2.0, max_iter=9050, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9050, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9050,random,CYCLE1,,,,,,,16:54.4
"Lasso(alpha=2.0, max_iter=9100, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9100, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9100,cyclic,CYCLE1,,,,,,,16:54.5
"Lasso(alpha=2.0, max_iter=9100, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9100, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9100,random,CYCLE1,,,,,,,16:54.5
"Lasso(alpha=2.0, max_iter=9150, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9150, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9150,cyclic,CYCLE1,,,,,,,16:54.6
"Lasso(alpha=2.0, max_iter=9150, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9150, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9150,random,CYCLE1,,,,,,,16:54.6
"Lasso(alpha=2.0, max_iter=9200, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9200, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9200,cyclic,CYCLE1,,,,,,,16:54.7
"Lasso(alpha=2.0, max_iter=9200, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9200, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9200,random,CYCLE1,,,,,,,16:54.8
"Lasso(alpha=2.0, max_iter=9250, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9250, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9250,cyclic,CYCLE1,,,,,,,16:54.8
"Lasso(alpha=2.0, max_iter=9250, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9250, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9250,random,CYCLE1,,,,,,,16:54.9
"Lasso(alpha=2.0, max_iter=9300, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9300, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9300,cyclic,CYCLE1,,,,,,,16:55.0
"Lasso(alpha=2.0, max_iter=9300, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9300, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9300,random,CYCLE1,,,,,,,16:55.0
"Lasso(alpha=2.0, max_iter=9350, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9350, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9350,cyclic,CYCLE1,,,,,,,16:55.1
"Lasso(alpha=2.0, max_iter=9350, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9350, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9350,random,CYCLE1,,,,,,,16:55.1
