Model,Pipeline,Train_score,Test_score,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,DataTime
"Lasso(alpha=0.0, max_iter=18500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=18500, random_state=1,
                       selection='random', warm_start=True))])",0.6910909217415635,0.6963512415752606,0.0,18500,random,,,,,,,,2021-11-04 00:43:46.461468
"Lasso(alpha=0.0, max_iter=18500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=18500, random_state=1,
                       warm_start=True))])",0.690166368203353,0.6961239699357982,0.0,18500,cyclic,,,,,,,,2021-11-04 00:43:52.746510
"Lasso(alpha=0.0, max_iter=19000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=19000, random_state=1,
                       selection='random', warm_start=True))])",0.6912131601256268,0.6964783674904585,0.0,19000,random,,,,,,,,2021-11-04 00:43:59.624913
"Lasso(alpha=0.0, max_iter=19000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=19000, random_state=1,
                       warm_start=True))])",0.6903016895674351,0.6962548845880645,0.0,19000,cyclic,,,,,,,,2021-11-04 00:44:06.376501
"Lasso(alpha=0.0, max_iter=19500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=19500, random_state=1,
                       selection='random', warm_start=True))])",0.6913305931363287,0.6965707572597576,0.0,19500,random,,,,,,,,2021-11-04 00:44:13.129065
"Lasso(alpha=0.0, max_iter=19500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.0, max_iter=19500, random_state=1,
                       warm_start=True))])",0.6904323582121266,0.6963814258533576,0.0,19500,cyclic,,,,,,,,2021-11-04 00:44:20.833768
"Lasso(alpha=0.5, max_iter=500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=500, random_state=1,
                       selection='random', warm_start=True))])",0.658039220534493,0.6780612389596601,0.5,500,random,,,,,,,,2021-11-04 00:44:21.040021
"Lasso(alpha=0.5, max_iter=500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=500, random_state=1,
                       warm_start=True))])",0.6580147377715808,0.6781139663880977,0.5,500,cyclic,,,,,,,,2021-11-04 00:44:21.215768
"Lasso(alpha=0.5, random_state=1, selection='random', warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, random_state=1, selection='random',
                       warm_start=True))])",0.6580278660063701,0.6781047696689664,0.5,1000,random,,,,,,,,2021-11-04 00:44:21.475075
"Lasso(alpha=0.5, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model', Lasso(alpha=0.5, random_state=1, warm_start=True))])",0.6580256587076259,0.6780961105635721,0.5,1000,cyclic,,,,,,,,2021-11-04 00:44:21.725580
"Lasso(alpha=0.5, max_iter=1500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=1500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,1500,random,,,,,,,,2021-11-04 00:44:21.939011
"Lasso(alpha=0.5, max_iter=1500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=1500, random_state=1,
                       warm_start=True))])",0.6580278226593828,0.6781183122983976,0.5,1500,cyclic,,,,,,,,2021-11-04 00:44:22.264956
"Lasso(alpha=0.5, max_iter=2000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=2000, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,2000,random,,,,,,,,2021-11-04 00:44:22.515831
"Lasso(alpha=0.5, max_iter=2000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=2000, random_state=1,
                       warm_start=True))])",0.6580252395312238,0.6781174024558393,0.5,2000,cyclic,,,,,,,,2021-11-04 00:44:22.858129
"Lasso(alpha=0.5, max_iter=2500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=2500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,2500,random,,,,,,,,2021-11-04 00:44:23.102477
"Lasso(alpha=0.5, max_iter=2500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=2500, random_state=1,
                       warm_start=True))])",0.6580252311680719,0.6781174024025893,0.5,2500,cyclic,,,,,,,,2021-11-04 00:44:23.452899
"Lasso(alpha=0.5, max_iter=3000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=3000, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,3000,random,,,,,,,,2021-11-04 00:44:23.680902
"Lasso(alpha=0.5, max_iter=3000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=3000, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,3000,cyclic,,,,,,,,2021-11-04 00:44:24.098327
"Lasso(alpha=0.5, max_iter=3500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=3500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,3500,random,,,,,,,,2021-11-04 00:44:24.317498
"Lasso(alpha=0.5, max_iter=3500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=3500, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,3500,cyclic,,,,,,,,2021-11-04 00:44:24.807190
"Lasso(alpha=0.5, max_iter=4000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=4000, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,4000,random,,,,,,,,2021-11-04 00:44:25.007654
"Lasso(alpha=0.5, max_iter=4000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=4000, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,4000,cyclic,,,,,,,,2021-11-04 00:44:25.424144
"Lasso(alpha=0.5, max_iter=4500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=4500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,4500,random,,,,,,,,2021-11-04 00:44:25.609204
"Lasso(alpha=0.5, max_iter=4500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=4500, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,4500,cyclic,,,,,,,,2021-11-04 00:44:26.045100
"Lasso(alpha=0.5, max_iter=5000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=5000, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,5000,random,,,,,,,,2021-11-04 00:44:26.231655
"Lasso(alpha=0.5, max_iter=5000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=5000, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,5000,cyclic,,,,,,,,2021-11-04 00:44:26.643554
"Lasso(alpha=0.5, max_iter=5500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=5500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,5500,random,,,,,,,,2021-11-04 00:44:26.820084
"Lasso(alpha=0.5, max_iter=5500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=5500, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,5500,cyclic,,,,,,,,2021-11-04 00:44:27.245580
"Lasso(alpha=0.5, max_iter=6000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=6000, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,6000,random,,,,,,,,2021-11-04 00:44:27.435425
"Lasso(alpha=0.5, max_iter=6000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=6000, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,6000,cyclic,,,,,,,,2021-11-04 00:44:27.803372
"Lasso(alpha=0.5, max_iter=6500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=6500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,6500,random,,,,,,,,2021-11-04 00:44:28.091443
"Lasso(alpha=0.5, max_iter=6500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=6500, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,6500,cyclic,,,,,,,,2021-11-04 00:44:28.668157
"Lasso(alpha=0.5, max_iter=7000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=7000, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,7000,random,,,,,,,,2021-11-04 00:44:28.897545
"Lasso(alpha=0.5, max_iter=7000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=7000, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,7000,cyclic,,,,,,,,2021-11-04 00:44:29.402746
"Lasso(alpha=0.5, max_iter=7500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=7500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,7500,random,,,,,,,,2021-11-04 00:44:29.640208
"Lasso(alpha=0.5, max_iter=7500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=7500, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,7500,cyclic,,,,,,,,2021-11-04 00:44:30.065680
"Lasso(alpha=0.5, max_iter=8000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=8000, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,8000,random,,,,,,,,2021-11-04 00:44:30.234792
"Lasso(alpha=0.5, max_iter=8000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=8000, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,8000,cyclic,,,,,,,,2021-11-04 00:44:30.650487
"Lasso(alpha=0.5, max_iter=8500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=8500, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,8500,random,,,,,,,,2021-11-04 00:44:30.815489
"Lasso(alpha=0.5, max_iter=8500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=8500, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,8500,cyclic,,,,,,,,2021-11-04 00:44:31.209435
"Lasso(alpha=0.5, max_iter=9000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=9000, random_state=1,
                       selection='random', warm_start=True))])",0.658028562880189,0.6781167646518873,0.5,9000,random,,,,,,,,2021-11-04 00:44:31.413748
"Lasso(alpha=0.5, max_iter=9000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0.5, max_iter=9000, random_state=1,
                       warm_start=True))])",0.6580253060061212,0.6781171706500464,0.5,9000,cyclic,,,,,,,,2021-11-04 00:44:31.823756
